"CountryCode","SeriesCode","DESCRIPTION",
"BEL","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEL","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BEN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2022 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief. DSSI eligible and not participating in 2020 and 2021.",
"BEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BEN","SM.POP.TOTL","Estimates are derived from data on foreign-born and foreign population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BEN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BEN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BEN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BEN","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"BEN","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"BEN","IT.NET.BBND","Office des Postes et Télécommunications (OPT).",
"BEN","IT.CEL.SETS","Office des Postes et Télécommunications (OPT).",
"BEN","IT.CEL.SETS.P2","Office des Postes et Télécommunications (OPT).",
"BEN","IT.MLT.MAIN.P2","Office des Postes et Télécommunications (OPT).",
"BEN","IT.NET.BBND.P2","Office des Postes et Télécommunications (OPT).",
"BEN","IT.NET.USER.ZS","Office des Postes et Télécommunications (OPT).",
"BEN","IT.MLT.MAIN","Office des Postes et Télécommunications (OPT).",
"BEN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BEN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BEN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BEN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BEN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BEN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BEN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BEN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BEN","MS.MIL.XPND.CN","1960-1971 SIPRI estimates.",
"BEN","MS.MIL.XPND.GD.ZS","1960-1971 SIPRI estimates.",
"BEN","MS.MIL.XPND.CD","1960-1971 SIPRI estimates.",
"BEN","MS.MIL.XPND.ZS","1960-1971 SIPRI estimates.",
"BFA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BFA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BFA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BFA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BFA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BFA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BFA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BFA","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in hotels and similar establishments.",
"BFA","IT.NET.USER.ZS","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IT.CEL.SETS.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IT.NET.BBND","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IT.NET.BBND.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IT.MLT.MAIN.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IT.MLT.MAIN","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IT.CEL.SETS","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications.",
"BFA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"BFA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BFA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BFA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BFA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BFA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BFA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BFA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BFA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BFA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BFA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2022 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2022 are World Bank staff estimates based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.",
"BGD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BGD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data and long-term private nonguaranteed debt for 2022 are based on reports provided by the country. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and not participating in 2020 and 2021.",
"BGD","SG.GEN.PARL.ZS","In 2004, the number of seats in parliament was raised from 300 to 345, with the addition of 45 reserved seats for women. These reserved seats were filled in September and October 2005, being allocated to political parties in proportion to their share of the national vote received in the 2001 election. 
The parliament was dissolved on 27 October 2006, in view of elections that are yet to take place. Women held 52 of the 345 seats (15%) in the outgoing parliament. 
45 reserved seats reserved for women are yet to be filled in 2008.",
"BGD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BGD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"BGD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BGD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BGD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BGD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BGD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGD","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"BGD","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"BGD","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"BGD","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders.",
"BGD","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BGD","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGD","MS.MIL.XPND.ZS","1988-2008 SIPRI estimates.",
"BGD","IT.MLT.MAIN.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.NET.BBND","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.CEL.SETS","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.NET.BBND.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.NET.USER.ZS","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.MLT.MAIN","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGD","IT.CEL.SETS.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission.",
"BGR","MS.MIL.XPND.CN","1989-2003 SIPRI estimates.",
"BGR","MS.MIL.XPND.CD","1989-2003 SIPRI estimates.",
"BGR","MS.MIL.XPND.ZS","1989-2003 SIPRI estimates.",
"BGR","MS.MIL.XPND.GD.ZS","1989-2003 SIPRI estimates.",
"BGR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","IT.MLT.MAIN","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.CEL.SETS.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.NET.BBND","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.CEL.SETS","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.NET.BBND.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.MLT.MAIN.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","IT.NET.USER.ZS","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission.",
"BGR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BGR","SP.POP.GROW","Data source: Eurostat",
"BGR","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"BGR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BGR","IS.RRS.PASG.KM","Source: OECD",
"BGR","IS.RRS.GOOD.MT.K6","Source: OECD",
"BGR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BGR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BGR","SP.DYN.CBRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.CDRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BGR","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.LE00.MA.IN","Data source: Eurostat, National Statistical Institute",
"BGR","SP.DYN.LE00.FE.IN","Data source: Eurostat, National Statistical Institute",
"BGR","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BGR","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"BGR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"BGR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"BGR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. The data may include long-term public and publicly guaranteed debt owed by the state-owned railway. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"BGR","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BGR","SP.POP.TOTL","Data source: Eurostat",
"BGR","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"BHR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BHR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"BHR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BHR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BHR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BHR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BHR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BHR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BHR","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Source: Outbound tourism survey.",
"BHR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2015, break in the series. Source: Inbound tourism survey. Excluding nationals residing abroad.",
"BHR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BHR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"BHR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"BHR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"BHR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"BHR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"BHR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF).",
"BHR","MS.MIL.XPND.ZS","1971-2004, 2011-2012, 2014-2019 SIPRI estimates.",
"BHR","MS.MIL.XPND.CD","1971-2004, 2011-2012, 2014-2019 SIPRI estimates.",
"BHR","MS.MIL.XPND.GD.ZS","1971-2004, 2011-2012, 2014-2019 SIPRI estimates.",
"BHR","IT.CEL.SETS.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.MLT.MAIN.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.CEL.SETS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.NET.BBND.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.NET.BBND","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.MLT.MAIN","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","IT.NET.USER.ZS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA).",
"BHR","MS.MIL.XPND.CN","1971-2004, 2011-2012, 2014-2022 SIPRI estimates.",
"BHS","IT.NET.USER.ZS","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.NET.BBND.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.MLT.MAIN.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.NET.BBND","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.CEL.SETS","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.MLT.MAIN","Batelco, Bahamas Telecommunications Corporation.",
"BHS","IT.CEL.SETS.P2","Batelco, Bahamas Telecommunications Corporation.",
"BHS","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BHS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BHS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"BHS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BHS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BHS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BHS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BHS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BHS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BHS","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BHS","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BIH","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BIH","DT.DOD.DPPG.CD","Prior to 1999 data on long-term public and publicly guaranteed debt include only IBRD and IMF loans.",
